chr22	15513541
chr22	15934599
chr22	16022568
chr22	16022856
chr22	16022940
chr22	16029176
chr22	16029395
chr22	16030429
chr22	16031207
chr22	16032133
chr22	16034265
chr22	16034378
chr22	16034728
chr22	16035728
chr22	16035885
chr22	16036170
chr22	16038281
chr22	16039180
chr22	16039955
chr22	16040884
chr22	16042446
chr22	16042847
chr22	16042892
chr22	16044539
chr22	16046106
chr22	16046985
chr22	16047938
chr22	16048994
chr22	16051193
chr22	16054510
chr22	16058221
chr22	16064104
chr22	16064423
chr22	16065045
chr22	16065381
chr22	16066091
chr22	16066263
chr22	16072247
chr22	16072683
chr22	16074099
chr22	16074298
chr22	16075388
chr22	16077856
chr22	16078477
chr22	16079838
chr22	16079942
chr22	16084705
chr22	16090803
chr22	16093268
chr22	16093572
chr22	16094812
chr22	16095241
chr22	16098381
chr22	16098497
chr22	16099826
chr22	16104197
chr22	16104216
chr22	16104635
chr22	16104906
chr22	16105040
chr22	16105105
chr22	16108547
chr22	16108824
chr22	16112668
chr22	16113836
chr22	16115194
chr22	16115575
chr22	16115633
chr22	16115854
chr22	16116306
chr22	16116810
chr22	16117101
chr22	16117111
chr22	16117566
chr22	16118422
chr22	16118567
chr22	16118771
chr22	16118921
chr22	16119052
chr22	16120223
chr22	16122030
chr22	16122284
chr22	16122492
chr22	16122942
chr22	16123677
chr22	16124912
chr22	16124959
chr22	16125374
chr22	16125386
chr22	16125535
chr22	16126243
chr22	16126269
chr22	16130169
chr22	16130328
chr22	16130580
chr22	16130638
chr22	16132992
chr22	16133090
chr22	16133180
chr22	16133375
chr22	16133434
chr22	16133448
chr22	16134591
chr22	16134606
chr22	16134752
chr22	16136054
chr22	16136260
chr22	16136382
chr22	16136750
chr22	16138587
chr22	16139908
chr22	16140111
chr22	16140529
chr22	16141593
chr22	16141669
chr22	16141951
chr22	16142519
chr22	16143347
chr22	16144333
chr22	16146005
chr22	16146292
chr22	16147807
chr22	16147906
chr22	16148516
chr22	16149527
chr22	16149733
chr22	16151997
chr22	16152774
chr22	16154840
chr22	16155382
chr22	16155434
chr22	16155484
chr22	16155703
chr22	16156952
chr22	16159370
chr22	16161019
chr22	16161190
chr22	16161746
chr22	16162219
chr22	16162718
chr22	16163442
chr22	16163992
chr22	16166163
chr22	16166593
chr22	16166795
chr22	16166830
chr22	16166989
chr22	16167211
chr22	16167225
chr22	16167272
chr22	16167380
chr22	16167424
chr22	16167678
chr22	16167727
chr22	16168019
chr22	16168072
chr22	16168276
chr22	16168927
chr22	16169206
chr22	16170431
chr22	16170522
chr22	16171230
chr22	16171430
