chr21	13224688
chr21	13227129
chr21	13227353
chr21	13227652
chr21	13227809
chr21	13227985
chr21	13229171
chr21	13229859
chr21	13231256
chr21	13234719
chr21	13236257
chr21	13236862
chr21	13237791
chr21	13238671
chr21	13239963
chr21	13240712
chr21	13241182
chr21	13241380
chr21	13242941
chr21	13243056
chr21	13244082
chr21	13247733
chr21	13248038
chr21	13248548
chr21	13249222
chr21	13249755
chr21	13249775
chr21	13249955
chr21	13250541
chr21	13255384
chr21	13255471
chr21	13255783
chr21	13256287
chr21	13257752
chr21	13258267
chr21	13258612
chr21	13258634
chr21	13259274
chr21	13259327
chr21	13259328
chr21	13259437
chr21	13260291
chr21	13260446
chr21	13260670
chr21	13263238
chr21	13263241
chr21	13263590
chr21	13264585
chr21	13266595
chr21	13270143
chr21	13270891
chr21	13275836
chr21	13276330
chr21	13276427
chr21	13277477
chr21	13280528
chr21	13281034
chr21	13283230
chr21	13283953
chr21	13284328
chr21	13284448
chr21	13285173
chr21	13285281
chr21	13286509
chr21	13286662
chr21	13288828
chr21	13289671
chr21	13289740
chr21	13293652
chr21	13294253
chr21	13294763
chr21	13297610
chr21	13301510
chr21	13302359
chr21	13304980
chr21	13306907
chr21	13308691
chr21	13308900
chr21	13308956
chr21	13309018
chr21	13316504
chr21	13318251
chr21	13319817
chr21	13319991
chr21	13320912
chr21	13321060
chr21	13324588
chr21	13327484
chr21	13341620
chr21	13343930
chr21	13343956
chr21	13344867
chr21	13349974
chr21	13357321
chr21	13361293
chr21	13363977
chr21	13366295
chr21	13366562
chr21	13374377
chr21	13374707
chr21	13375152
chr21	13376292
chr21	13376471
chr21	13376832
chr21	13377078
chr21	13380478
chr21	13381953
chr21	13382924
chr21	13384722
chr21	13385244
chr21	13388867
chr21	13391907
chr21	13395248
chr21	13396205
chr21	13396725
chr21	13397219
chr21	13397356
chr21	13399490
chr21	13400393
chr21	13400790
chr21	13400868
chr21	13400911
chr21	13401034
chr21	13403235
chr21	13403408
chr21	13403574
chr21	13403634
chr21	13403842
chr21	13405863
chr21	13407652
chr21	13407731
chr21	13408015
chr21	13408557
chr21	13408863
chr21	13409268
chr21	13409278
chr21	13409638
chr21	13411277
chr21	13411772
chr21	13411964
chr21	13412623
chr21	13415998
chr21	13417953
chr21	13418249
chr21	13419388
chr21	13419438
chr21	13420010
chr21	13423154
chr21	13423425
chr21	13423773
chr21	13426130
chr21	13428532
chr21	13430273
chr21	13430277
chr21	13430429
chr21	13443583
chr21	13446089
chr21	13446612
chr21	13447758
chr21	13448087
chr21	13451254
chr21	13452182
chr21	13453630
chr21	13455377
chr21	13455387
chr21	13456873
chr21	13457570
chr21	13457716
chr21	13458505
chr21	13460884
chr21	13462951
chr21	13464939
chr21	13464977
chr21	13465893
chr21	13466231
chr21	13466874
chr21	13466931
chr21	13469815
chr21	13474863
chr21	13474973
chr21	13475280
chr21	13476301
chr21	13488923
chr21	13497044
chr21	13507682
chr21	13527536
chr21	13529341
chr21	13529780
chr21	13530378
chr21	13535268
chr21	13535332
chr21	13537072
chr21	13550028
chr21	13550066
chr21	13550616
chr21	13555093
chr21	13564849
chr21	13566035
chr21	13566102
chr21	13566222
chr21	13568163
chr21	13568304
chr21	13568570
chr21	13568685
chr21	13571018
chr21	13571896
chr21	13572551
chr21	13573759
chr21	13573954
chr21	13584617
chr21	13799525
chr21	13800495
chr21	13802630
chr21	13804567
chr21	13806493
chr21	13809967
chr21	13810673
chr21	13811297
chr21	13813275
chr21	13816081
chr21	13819089
chr21	13819269
chr21	13819476
chr21	13822002
chr21	13822083
chr21	13824339
chr21	13826925
chr21	13827490
chr21	13828057
chr21	13829615
chr21	13829677
chr21	13830144
chr21	13830601
chr21	13831057
chr21	13831178
chr21	13831304
chr21	13831966
chr21	13833271
chr21	13833765
chr21	13833872
chr21	13834430
chr21	13835084
chr21	13835441
chr21	13835484
chr21	13835732
chr21	13835785
chr21	13836980
chr21	13837028
chr21	13838057
chr21	13839227
chr21	13839338
chr21	13839552
chr21	13839951
chr21	13840085
chr21	13840598
chr21	13840872
chr21	13841412
chr21	13841450
chr21	13842257
chr21	13842387
chr21	13845389
chr21	13851083
chr21	13851726
chr21	13854538
chr21	13855087
chr21	13856565
chr21	13857024
chr21	13857475
chr21	13857530
chr21	13858597
chr21	13858866
chr21	13858950
chr21	13859725
chr21	13860015
chr21	13863028
chr21	13863383
chr21	13865019
chr21	13866001
chr21	13866305
chr21	13866306
chr21	13888637
chr21	13892722
chr21	13892760
chr21	13893226
chr21	13894302
chr21	13895210
chr21	13895230
chr21	13895233
chr21	13899034
chr21	13903213
chr21	13905721
chr21	13906486
chr21	13911137
chr21	13916931
chr21	13916952
chr21	13917122
