3920,5476
113457,4214
113457,7132
113457,1326
113457,1147
113457,3551
113457,29110
113457,8717
113457,9641
113457,9020
113457,7189
113457,8767
113457,6885
113457,11035
113457,10454
113457,8737
113457,7133
113457,10010
113457,23118
113457,7185
113457,7186
10293,1540
10293,65264
10293,943
10293,7133
10293,7185
10293,7186
6722,841
6722,51008
6722,5566
6722,6667
6722,2118
6722,6722
6722,1457
6722,348
10454,3326
10454,9349
10454,10454
10454,8607
10454,6233
10454,3320
10454,10382
10454,3308
10454,3309
10454,3305
10454,3303
10454,3301
10454,10856
10454,203068
10454,23118
10454,10771
10454,2289
10454,8772
10454,10078
10454,8550
10454,6885
10454,3313
10454,3312
10454,801
10454,11140
10454,7314
10454,7278
10454,7316
10454,7311
10454,7189
10454,808
10454,805
10454,257397
10454,7182
10454,292
10454,7186
10454,5600
256302,60491
256302,7186
256302,54507
4783,10488
4783,51421
4783,85302
4783,4783
4783,7186
83445,7186
118738,5590
118738,6310
118738,7186
118738,54971
283385,7186
283385,84445
283385,7185
283385,54507
3551,801
3551,7132
3551,71
3551,1213
3551,5037
3551,3320
3551,10382
3551,3326
3551,3309
3551,3305
3551,3303
3551,1147
3551,10488
3551,3312
3551,3551
3551,9020
3551,55577
3551,203068
3551,26133
3551,29110
3551,4214
3551,142
3551,6885
3551,7128
3551,1499
3551,3313
3551,10010
3551,9641
3551,8837
3551,5590
3551,5347
3551,1540
3551,11140
3551,2316
3551,7314
3551,7278
3551,10758
3551,841
3551,808
3551,805
3551,57506
3551,8915
3551,7182
3551,7186
10892,7316
10892,10892
10892,8915
10892,7311
10892,7189
10892,6885
10892,6233
10892,7314
10892,23118
10892,7186
84309,7186
8908,2992
8908,2632
54507,129807
54507,9470
54507,10253
54507,10020
54507,83755
54507,83899
54507,7597
54507,386682
54507,1508
54507,287015
54507,9586
54507,6919
54507,386681
54507,386680
54507,117144
54507,2316
54507,56923
54507,5300
54507,386676
54507,3846
54507,358
348,3949
348,51295
348,2639
348,213
348,5663
348,2099
348,4133
348,6767
348,4741
348,6667
348,5621
348,3437
348,7436
348,2
348,1508
348,348
348,27250
348,7804
348,1270
348,22983
348,4035
348,4036
348,5360
348,7545
348,11140
348,5597
348,949
348,84171
348,3240
348,4137
348,1457
348,351
348,1558
348,7182
348,140545
348,7546
816,2316
816,816
11183,10010
11183,2932
11183,22992
11183,7186
64778,7186
64772,4758
64772,4759
64772,129807
64772,2720
64772,2588
64772,55577
64772,5476
64772,5973
3337,51295
3337,10273
3337,11140
3337,2720
3337,1558
3337,5563
3337,54726
3337,3308
3337,22983
3337,3312
3337,9641
3337,3303
7128,3916
7128,1147
7128,11103
7128,7189
7128,841
7128,7128
7128,8737
7128,29110
7128,7531
7128,7185
7128,7186
1499,56998
1499,10856
1499,5347
1499,1147
1499,26060
1499,5300
1499,841
1499,5566
1499,2932
1499,8607
1499,1856
1499,5663
1499,4088
1499,1457
1499,4036
1499,367
1499,3172
1499,2099
1499,1460
1499,7186
7124,4055
7124,7334
7124,7132
7124,6767
7124,5451
7124,10928
7124,6667
7124,1457
7124,805
7124,8717
7124,8737
7124,7124
7124,329
7124,7133
7124,7186
55907,4758
55907,4759
55907,2720
55907,129807
55907,2588
55907,5476
80125,56893
80125,5300
80125,5565
80125,3801
80125,1856
80125,4088
80125,4591
80125,5601
80125,9513
80125,51324
80125,10241
80125,7186
80125,287015
5260,5837
5260,5834
5260,5255
5260,5260
5260,4137
5260,801
2316,4214
2316,857
2316,5597
2316,84464
2316,4088
2316,3326
2316,5663
2316,6885
2316,11035
2316,367
2316,7133
2316,55593
2316,23118
2316,5566
2316,7186
1066,10488
1066,2990
1066,1066
51760,60491
51760,7186
84547,7186
84547,84547
292,4214
292,11035
292,3183
292,11103
292,9349
292,8717
292,4673
292,8607
292,9513
292,3326
292,3313
292,8737
292,7133
292,7132
292,292
292,7185
292,7186
292,10856
140545,51295
140545,2639
140545,11140
140545,84445
140545,2
140545,5886
140545,351
64518,10241
64518,26003
64518,7186
8607,367
8607,7083
8607,11035
8607,1326
8607,10856
8607,9349
8607,9641
8607,7189
8607,6885
8607,3326
8607,3313
8607,29110
8607,7132
8607,9020
8607,7186
8607,23118
57616,7186
26150,84705
26150,4591
26150,7186
2548,4758
2548,3938
2548,2720
2548,2629
2548,6476
2548,2588
2548,5476
2548,8972
27301,10241
27301,4591
27301,7186
27300,7186
8737,9349
8737,3320
8737,10382
8737,3326
8737,3309
8737,3305
8737,3303
8737,3301
8737,7132
8737,1540
8737,790
8737,203068
8737,26133
8737,8717
8737,8737
8737,329
8737,23118
8737,8772
8737,330
8737,6885
8737,11035
8737,71
8737,3312
8737,9020
8737,841
8737,7278
8737,7316
8737,7188
8737,3313
8737,8837
8737,7185
8737,7186
8737,7187
2261,2261
2261,1513
1407,868
1407,1407
1407,83755
1407,7186
153527,4591
153527,84445
153527,9513
153527,7186
4217,4217
4217,2950
4217,7531
4217,2081
4217,3303
4217,7188
4217,7189
4217,6885
4217,9821
4217,351
4217,5565
4217,5563
4217,5859
4217,7185
4217,7186
4217,7187
23099,23099
23099,84708
23099,7186
23099,51224
4356,3425
4356,386682
4356,3326
4356,3312
4356,3303
4356,7186
7704,7704
7704,7316
7704,83755
7704,4088
7704,310
7704,6667
7704,81576
7704,7186
7704,8841
7704,367
7704,10253
7704,2099
7704,7083
7704,9759
7704,63898
25978,25978
25978,7186
79616,166
79616,386681
79616,7186
10636,5566
10636,7186
440738,11345
440738,9821
440738,83593
3801,57332
3801,3881
3801,9099
3801,170082
3801,3801
3801,84445
3801,5563
3801,79027
3801,9586
3801,26003
3801,285753
3801,166
3801,7186
3801,284058
330,958
330,4055
330,7334
330,841
330,8772
330,11103
330,7316
330,8915
330,330
330,8740
330,56616
330,8767
330,8717
330,27429
330,7132
330,7185
330,7186
330,7187
11345,6767
11345,83593
11345,386676
11345,386675
11345,10241
11345,23710
10382,4214
10382,11035
10382,1326
10382,1147
10382,29110
10382,8717
10382,9641
10382,9020
10382,7189
10382,8767
10382,6885
10382,7133
10382,7132
10382,23118
10382,7185
10382,7186
10024,54971
10024,10024
10024,3881
10024,7186
10020,3881
10020,83755
10020,10253
10020,388677
10020,55577
10020,386676
10020,386681
10020,386675
