UniqueCount	AmbigCount
1	0
1	0
15	0
0	0
4	0
0	0
0	3
1	0
0	0
2	0
1	0
6	11
34	0
82	0
114	0
0	0
42	0
49	0
0	0
133	0
5	0
7	0
262	0
119	0
65	0
46	0
0	0
40	0
7	0
1	0
14	0
123	0
135	0
0	0
291	0
140	0
92	0
39	0
13452	0
3	0
0	0
10	0
147	0
871	0
0	0
25	0
44	0
24	0
37	0
0	0
72	0
40	0
359	0
19	0
20	0
19	11
304	11
0	0
56	0
99	0
659	0
86	0
203	0
18	0
0	0
238	0
0	0
209	0
0	0
0	0
325	0
28	0
42	0
35	0
535	0
36	0
36	0
19	0
24	0
132	0
0	0
12795	4
0	0
1692	0
4	0
82	0
115	0
121	0
156	0
35	0
126	0
18	0
32713	26
11762	12
0	0
168	0
150	0
28	0
72	0
0	0
0	0
5	0
0	0
0	0
74	0
56	0
4	0
2	0
41	1
20	2
4	0
0	0
198	0
2	0
10	8
0	0
4	0
0	0
2	0
0	0
8	0
22	0
0	0
0	0
0	0
