UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	96
0	96
0	112
2	107
0	0
4	88
0	30
0	0
0	57
1	73
11	98
0	43
0	37
0	56
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	22
3	22
0	21
196	343
0	262
0	82
0	110
0	80
29	39
0	48
0	10
1	30
0	78
0	65
0	14
0	2
0	48
1	1
0	5
0	10
0	2
4	11
0	7
1	24
0	14
0	13
0	38
0	38
0	0
0	0
0	0
0	0
0	0
0	0
0	36
0	14
2	52
68	61
0	51
0	24
0	27
0	53
0	1
8	2
0	0
0	0
0	1
0	0
0	0
3	5
0	3
0	5
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
150	78
0	35
0	28
1	13
0	23
0	4
0	30
1	12
0	4
0	32
0	43
53	175
0	150
0	3
0	15
0	7
0	15
0	7
3	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
15	1
0	2
0	3
0	31
0	1
0	10
0	17
0	14
0	9
0	18
0	21
0	20
2	21
0	20
0	21
0	19
0	0
0	3
0	2
0	0
0	3
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
33	43
0	28
0	20
0	3
0	1
0	39
0	0
0	62
0	56
1	62
0	13
0	13
0	12
1	17
0	17
0	30
0	8
1	12
0	8
0	5
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	31
2	33
0	6
0	33
0	8
0	3
0	3
0	11
0	13
0	11
0	10
0	2
0	2
0	2
0	2
0	2
0	1
0	1
0	11
0	11
0	11
32	37
0	33
0	26
0	37
0	37
0	0
0	0
16	9
0	0
1	9
1	1
0	5
0	5
0	7
0	0
0	13
1	22
1	22
0	10
0	11
0	63
1	54
0	60
0	14
1	10
0	0
0	7
0	1
0	58
0	1
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	33
0	32
5	33
0	2
0	1
0	0
0	3
0	8
0	8
0	8
0	1
0	0
1	8
51	23
0	23
1	0
0	14
0	20
0	7
0	13
0	7
0	14
0	6
0	16
0	0
0	19
0	7
0	0
0	0
0	0
0	0
0	0
0	0
2	2
0	2
1	2
1	0
0	2
5	0
0	0
5	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	30
0	53
0	54
1	1
0	54
1	10
0	36
0	1
0	1
0	1
0	1
0	1
0	79
0	26
0	34
0	21
0	1
0	4
0	8
0	37
2	9
0	74
37	7
0	7
0	1
0	5
0	1
