13	18455821
13	18484598
13	18496123
13	18499290
13	18499538
13	18501677
13	18502464
13	18504608
13	18518309
13	18525327
13	18540903
13	18575140
13	18589797
13	18592115
13	18594058
13	18594147
13	18594751
13	18594897
13	18602902
13	18606106
13	18611799
13	18612778
13	18630892
13	18631463
13	18632077
13	18634356
13	18636286
13	18636991
13	18640966
13	18642725
13	18642905
13	18645487
13	18645511
13	18648432
13	18653419
13	18653527
13	18656899
13	18657640
13	18660607
13	18662167
13	18663019
13	18668136
13	18668339
13	18669604
13	18675221
13	18676710
13	18684083
13	18685621
13	18685799
13	18686882
13	18686894
13	18687482
13	18687691
13	18689065
13	18689563
13	18689595
13	18690628
13	18693149
13	18698417
13	18701594
13	18702207
13	18705952
13	18712551
13	18717247
13	18717542
13	18718209
13	18719165
13	18720061
13	18730041
13	18733003
13	18733901
13	18734035
13	18734098
13	18734142
13	18734174
13	18735880
13	18736066
13	18736326
13	18737640
13	18739440
13	18742432
13	18743175
13	18745988
13	18748350
13	18749230
13	18749768
13	18753912
13	18760843
13	18818701
13	18818741
13	18821772
13	18822203
13	18826482
13	18828254
13	18830174
13	18830492
13	18830616
13	18830869
13	18831231
13	18832158
13	18835010
13	18839134
13	18843243
13	18844391
13	18846423
13	18846533
13	18847429
13	18850833
13	18851233
13	18851302
13	18853386
13	18854044
13	18854918
13	18855178
13	18858585
13	18858751
13	18859481
13	18860215
13	18862642
13	18864315
13	18867413
13	18868390
13	18869921
13	18870034
13	18870688
13	18873326
13	18874466
13	18874469
13	18881113
13	18883928
13	18883978
13	18883979
13	18884231
13	18884583
13	18884684
13	18884999
13	18885109
13	18885401
13	18885684
13	18886476
13	18886491
13	18886492
13	18886493
13	18886893
13	18887735
13	18888898
13	18889210
13	18895830
13	18897107
13	18897663
13	18900340
13	18900491
13	18900599
13	18903514
13	18910245
13	18910624
13	18911232
13	18913260
13	18914640
13	18914670
13	18914753
13	18915074
13	18915565
13	18915809
13	18916507
13	18917075
13	18919021
13	18920846
