15	19790523
15	19790573
15	19791282
15	19792371
15	19793985
15	19795285
15	19795385
15	19796521
15	19796924
15	19797865
15	19798302
15	19802790
15	19803100
15	19805314
15	19805435
15	19807577
15	19807675
15	19809078
15	19815954
15	19821061
15	19821245
15	19827937
15	19829001
15	19829668
15	19834682
15	19838736
15	19838945
15	19848498
15	19854895
15	19855930
15	19856414
15	19860990
15	19863700
15	19864944
15	19866512
15	19869320
15	19870341
15	19872912
15	19875800
15	19880385
15	19886797
15	19891322
15	19891329
15	19892248
15	19893722
15	19893724
15	19895189
15	19895212
15	19897077
15	19904950
15	19905931
15	19907776
15	19909821
15	19911424
15	19913871
15	19920713
15	19921882
15	19924445
15	19926151
15	19927798
15	19934203
15	19936879
15	19938535
15	19938615
15	19941614
15	19945936
15	19946023
15	19947218
15	19948239
15	19948334
15	19948379
15	19949569
15	19950179
15	19951500
15	19951868
15	19954677
15	19956288
15	19956611
15	19957376
15	19960858
15	19961165
15	19961418
15	19961836
15	19962368
15	19962370
15	19962908
15	19964184
15	19964897
15	19965534
15	19967455
15	19967627
15	19969404
15	19969608
15	19971047
15	19971583
15	19971839
15	19973035
15	19975692
15	19975729
15	19979347
15	19979657
15	19981155
15	19982211
15	19983937
15	19983994
15	19984054
15	19984159
15	19985247
15	19986376
15	19986488
15	19986758
15	19986833
15	19987698
15	22622114
15	22623645
15	22623666
15	22623726
15	22631910
15	22631920
15	22636124
15	22640872
15	22644366
15	22646628
15	22665591
15	22685730
15	22707385
15	22708781
15	22711605
15	22711766
15	22712087
15	22712438
15	22713230
15	22713278
15	22713354
15	22718000
15	22724185
15	22724895
15	22727393
15	22728658
15	22734628
15	22738229
15	22739975
15	22747639
15	22763598
15	22764485
15	22776423
15	22777732
15	22777943
15	22778746
15	22778845
15	22779110
15	22779298
15	22781970
15	22782165
15	22782604
15	22784734
15	22785420
15	22787746
15	22789805
15	22790694
15	22790831
15	22793761
15	22794561
15	22796279
15	22796823
15	22799481
15	22800413
15	22802075
15	22802577
15	22802698
15	22802957
15	22804195
15	22804592
15	22806332
15	22806886
15	22807147
15	22807852
15	22808000
15	22808524
15	22808957
15	22808960
15	22809319
15	22810213
15	22810266
15	22811581
15	22811824
15	22815039
15	22815210
15	22817935
15	22818628
15	22819229
15	22820436
15	22821460
15	22825211
15	22825366
15	22826664
15	22826754
15	22829172
15	22829909
15	22830716
15	22831826
15	22831965
15	22832212
15	22833040
15	22833981
15	22834724
15	22835370
15	22835778
15	22839066
15	22839951
15	22839963
15	22839992
15	22842001
15	22842253
15	22842350
