Age,Fare,Parch,Pclass,Sex,SibSp,Survived,Family_Size,Embarked_C,Embarked_Q,Embarked_S,Title_Dr,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rev,split
-0.5624338593767209,-0.5024451714361923,-0.4736736092984604,0.8273772438659699,1,0.4327933656785018,0.0,0.059159876663617696,false,false,true,false,false,false,true,false,false,0
0.6462571215244297,0.7868452935884461,-0.4736736092984604,-1.5661069258891576,0,0.4327933656785018,1.0,0.059159876663617696,true,false,false,false,false,false,false,true,false,2
-0.2602611141514332,-0.4888542575852486,-0.4736736092984604,0.8273772438659699,0,-0.47454519624983954,1.0,-0.5609748304808925,false,false,true,false,false,true,false,false,false,0
0.41962756260546397,0.4207302360686478,-0.4736736092984604,-1.5661069258891576,0,0.4327933656785018,1.0,0.059159876663617696,false,false,true,false,false,false,false,true,false,0
0.41962756260546397,-0.4863374216869257,-0.4736736092984604,0.8273772438659699,1,-0.47454519624983954,0.0,-0.5609748304808925,false,false,true,false,false,false,true,false,false,1
0.04191163107385443,-0.47811642890864375,-0.4736736092984604,0.8273772438659699,1,-0.47454519624983954,0.0,-0.5609748304808925,false,true,false,false,false,false,true,false,false,0
1.8549481024255803,0.395813560675251,-0.4736736092984604,-1.5661069258891576,1,-0.47454519624983954,0.0,-0.5609748304808925,false,false,true,false,false,false,true,false,false,0
-2.073297585503159,-0.22408312108167944,0.7676298785983874,0.8273772438659699,1,2.2474704895351842,0.0,1.9195639980971482,false,false,true,false,true,false,false,false,false,0
-0.1847179278451113,-0.4242561406845337,2.0089333664952354,0.8273772438659699,0,-0.47454519624983954,1.0,0.6792945838081278,false,false,true,false,false,false,false,true,false,0
-1.166779349827296,-0.04295550208861426,-0.4736736092984604,-0.3693648410115938,0,0.4327933656785018,1.0,0.059159876663617696,true,false,false,false,false,false,false,true,false,0
-1.922211212890515,-0.312172377522981,0.7676298785983874,0.8273772438659699,0,0.4327933656785018,1.0,0.6792945838081278,false,false,true,false,false,true,false,false,false,0
2.1571208476508676,-0.11384570873513637,-0.4736736092984604,-1.5661069258891576,0,-0.47454519624983954,1.0,-0.5609748304808925,false,false,true,false,false,true,false,false,false,0
-0.7135202319893647,-0.4863374216869257,-0.4736736092984604,0.8273772438659699,1,-0.47454519624983954,0.0,-0.5609748304808925,false,false,true,false,false,false,true,false,false,0
0.7218003078307516,-0.01870931177853076,5.73284383018578,0.8273772438659699,1,0.4327933656785018,0.0,3.1598334123861687,false,false,true,false,false,false,true,false,false,2
-1.166779349827296,-0.4902797934380587,-0.4736736092984604,0.8273772438659699,0,-0.47454519624983954,0.0,-0.5609748304808925,false,false,true,false,false,true,false,false,false,1
1.9304912887319021,-0.3262666585535892,-0.4736736092984604,-0.3693648410115938,0,-0.47454519624983954,1.0,-0.5609748304808925,false,false,true,false,false,false,false,true,false,0
-2.073297585503159,-0.06199888922968463,0.7676298785983874,0.8273772438659699,1,3.1548090514635256,0.0,2.5396987052416584,false,true,false,false,true,false,false,false,false,0
0.04191163107385443,-0.3866707201133388,-0.4736736092984604,-0.3693648410115938,1,-0.47454519624983954,1.0,-0.5609748304808925,false,false,true,false,false,false,true,false,false,0
0.11745481738017634,-0.2859972841804228,-0.4736736092984604,0.8273772438659699,0,0.4327933656785018,0.0,0.059159876663617696,false,false,true,false,false,false,false,true,false,0
0.45739915575862494,-0.5029485386158568,-0.4736736092984604,0.8273772438659699,0,-0.47454519624983954,1.0,-0.5609748304808925,true,false,false,false,false,false,false,true,false,0
0.41962756260546397,-0.12491978668775715,-0.4736736092984604,-0.3693648410115938,1,-0.47454519624983954,0.0,-0.5609748304808925,false,false,true,false,false,false,true,false,false,2
0.34408437629914207,-0.3866707201133388,-0.4736736092984604,-0.3693648410115938,1,-0.47454519624983954,1.0,-0.5609748304808925,false,false,true,false,false,false,true,false,false,2
-1.0912361635209742,-0.4867562231804066,-0.4736736092984604,0.8273772438659699,0,-0.47454519624983954,1.0,-0.5609748304808925,false,true,false,false,false,true,false,false,false,0
-0.10917474153878938,0.06635974158478332,-0.4736736092984604,-1.5661069258891576,1,-0.47454519624983954,1.0,-0.5609748304808925,false,false,true,false,false,false,true,false,false,0
-1.6200384676652275,-0.22408312108167944,0.7676298785983874,0.8273772438659699,0,2.2474704895351842,0.0,1.9195639980971482,false,false,true,false,false,true,false,false,false,0
0.6462571215244297,-0.016444159470040135,5.73284383018578,0.8273772438659699,0,0.4327933656785018,1.0,3.1598334123861687,false,false,true,false,false,false,false,true,false,0
0.04191163107385443,-0.5029485386158568,-0.4736736092984604,0.8273772438659699,1,-0.47454519624983954,0.0,-0.5609748304808925,true,false,false,false,false,false,true,false,false,0
