S1Chinf_b003_1	0.260000
S1Chinf_b003_2	0.260000
S1Chinf_b004_1	0.173333
S1Chinf_b004_2	0.173333
S1Chinf_b005_1	0.130000
S1Chinf_b005_2	0.130000
S1Chinf_b006_1	0.130000
S1Chinf_b006_2	0.130000
S1Chinf_b007_1	0.164500
S1Chinf_b007_2	0.173333
S1Chinf_b010_1	0.130000
S1Chinf_b010_2	0.132821
S1Chinf_b012_1	0.260000
S1Chinf_b012_2	0.260000
S1Chinf_b013_1	0.173333
S1Chinf_b013_2	0.173333
S1Chinf_b014_1	0.104000
S1Chinf_b014_2	0.104000
S1Chinf_b016_1	0.173333
S1Chinf_b016_2	0.173333
S1Chinf_b018_1	0.130000
S1Chinf_b018_2	0.130000
S1Chinf_b020_1	0.260000
S1Chinf_b020_2	0.243000
S1Chinf_b021_1	0.130000
S1Chinf_b021_2	0.130714
S1Chinf_b022_1	0.173333
S1Chinf_b022_2	0.173333
S1Chinf_b023_1	0.173333
S1Chinf_b023_2	0.182500
S1Chinf_b025_1	0.130000
S1Chinf_b025_2	0.130000
S1Chinf_b028_1	0.173333
S1Chinf_b028_2	0.173333
S1Chinf_b029_1	0.173333
S1Chinf_b029_2	0.173333
S1Chinf_b030_1	0.260000
S1Chinf_b030_2	0.260000
S1Chinf_b031_1	0.173333
S1Chinf_b031_2	0.176667
S1Chinf_b032_1	0.244500
S1Chinf_b032_2	0.260000
S1Chinf_b034_1	0.260000
S1Chinf_b034_2	0.252500
S1Chinf_b036_1	0.173333
S1Chinf_b036_2	0.173333
S1Chinf_b037_1	0.130000
S1Chinf_b037_2	0.132381
S1Chinf_b038_1	0.173333
S1Chinf_b038_2	0.169048
S1Chinf_b040_1	0.173333
S1Chinf_b040_2	0.173333
S1Chinf_b042_1	0.130000
S1Chinf_b042_2	0.130000
S1Chinf_b043_1	0.130000
S1Chinf_b043_2	0.130000
S1Chinf_b047_1	0.130000
S1Chinf_b047_2	0.130000
S1Cport_b048_1	1.520000
S1Cport_b048_2	1.520000
S1Cport_b049_1	1.013333
S1Cport_b049_2	1.013333
S1Cport_b054_1	0.608000
S1Cport_b054_2	0.608000
S1Cport_b055_1	0.760000
S1Cport_b055_2	0.760000
S1Cport_b056_1	0.992381
S1Cport_b056_2	1.034286
S2Chinf_b001_1	0.130000
S2Chinf_b001_2	0.130000
S2Chinf_b002_1	0.260000
S2Chinf_b002_2	0.260000
S2Chinf_b005_1	0.130000
S2Chinf_b005_2	0.130000
S2Chinf_b008_1	0.130000
S2Chinf_b008_2	0.130000
S2Chinf_b009_1	0.173333
S2Chinf_b009_2	0.172821
S2Chinf_b010_1	0.130000
S2Chinf_b010_2	0.132821
S2Chinf_b011_1	0.260000
