S1Chinf_b003_1	0.760000
S1Chinf_b003_2	0.760000
S1Chinf_b004_1	0.506667
S1Chinf_b004_2	0.506667
S1Chinf_b005_1	0.380000
S1Chinf_b005_2	0.380556
S1Chinf_b006_1	0.380000
S1Chinf_b006_2	0.380000
S1Chinf_b007_1	0.488616
S1Chinf_b007_2	0.506667
S1Chinf_b010_1	0.380000
S1Chinf_b010_2	0.397307
S1Chinf_b012_1	0.760000
S1Chinf_b012_2	0.760556
S1Chinf_b013_1	0.506667
S1Chinf_b013_2	0.506667
S1Chinf_b014_1	0.304000
S1Chinf_b014_2	0.307000
S1Chinf_b016_1	0.506667
S1Chinf_b016_2	0.508333
S1Chinf_b018_1	0.380000
S1Chinf_b018_2	0.380000
S1Chinf_b020_1	0.760000
S1Chinf_b020_2	0.699556
S1Chinf_b021_1	0.380000
S1Chinf_b021_2	0.380714
S1Chinf_b022_1	0.506667
S1Chinf_b022_2	0.506667
S1Chinf_b023_1	0.506667
S1Chinf_b023_2	0.546847
S1Chinf_b025_1	0.380000
S1Chinf_b025_2	0.380000
S1Chinf_b028_1	0.506667
S1Chinf_b028_2	0.507381
S1Chinf_b029_1	0.506667
S1Chinf_b029_2	0.506667
S1Chinf_b030_1	0.760000
S1Chinf_b030_2	0.760000
S1Chinf_b031_1	0.506667
S1Chinf_b031_2	0.493333
S1Chinf_b032_1	0.702214
S1Chinf_b032_2	0.760000
S1Chinf_b034_1	0.760000
S1Chinf_b034_2	0.758214
S1Chinf_b036_1	0.506667
S1Chinf_b036_2	0.506667
S1Chinf_b037_1	0.380000
S1Chinf_b037_2	0.367976
S1Chinf_b038_1	0.506667
S1Chinf_b038_2	0.517143
S1Chinf_b040_1	0.506667
S1Chinf_b040_2	0.506667
S1Chinf_b042_1	0.380000
S1Chinf_b042_2	0.380000
S1Chinf_b043_1	0.380000
S1Chinf_b043_2	0.380000
S1Chinf_b047_1	0.380000
S1Chinf_b047_2	0.380000
S1Cport_b048_1	0.500000
S1Cport_b048_2	0.500000
S1Cport_b049_1	0.333333
S1Cport_b049_2	0.333333
S1Cport_b054_1	0.200000
S1Cport_b054_2	0.200000
S1Cport_b055_1	0.250000
S1Cport_b055_2	0.250000
S1Cport_b056_1	0.323810
S1Cport_b056_2	0.342857
S2Chinf_b001_1	0.380000
S2Chinf_b001_2	0.380000
S2Chinf_b002_1	0.760000
S2Chinf_b002_2	0.760000
S2Chinf_b005_1	0.380000
S2Chinf_b005_2	0.380556
S2Chinf_b008_1	0.380000
S2Chinf_b008_2	0.380000
S2Chinf_b009_1	0.506667
S2Chinf_b009_2	0.488140
S2Chinf_b010_1	0.380000
S2Chinf_b010_2	0.397307
S2Chinf_b011_1	0.760000
S2Chinf_b011_2	0.760000
S2Chinf_b014_1	0.304000
S2Chinf_b014_2	0.307000
S2Chinf_b018_1	0.380000
S2Chinf_b018_2	0.380000
S2Chinf_b019_1	0.506667
S2Chinf_b019_2	0.560667
S2Chinf_b022_1	0.506667
S2Chinf_b022_2	0.506667
S2Chinf_b024_1	0.506667
S2Chinf_b024_2	0.506667
S2Chinf_b025_1	0.380000
S2Chinf_b025_2	0.380000
S2Chinf_b027_1	0.521950
S2Chinf_b027_2	0.507222
S2Chinf_b028_1	0.506667
S2Chinf_b028_2	0.507381
S2Chinf_b032_1	0.702214
S2Chinf_b032_2	0.760000
S2Chinf_b033_1	0.760000
S2Chinf_b033_2	0.761667
S2Chinf_b034_1	0.760000
S2Chinf_b034_2	0.758214
S2Chinf_b035_1	1.520000
S2Chinf_b035_2	1.520000
S2Chinf_b036_1	0.506667
S2Chinf_b036_2	0.506667
S2Chinf_b037_1	0.380000
S2Chinf_b037_2	0.367976
S2Chinf_b038_1	0.506667
S2Chinf_b038_2	0.517143
S2Chinf_b039_1	0.766667
S2Chinf_b039_2	0.760000
S2Chinf_b040_1	0.506667
