S1Chinf_b003_1	0.500000
S1Chinf_b003_2	0.500000
S1Chinf_b004_1	0.333333
S1Chinf_b004_2	0.333333
S1Chinf_b005_1	0.250000
S1Chinf_b005_2	0.250556
S1Chinf_b006_1	0.250000
S1Chinf_b006_2	0.250000
S1Chinf_b007_1	0.330806
S1Chinf_b007_2	0.333333
S1Chinf_b010_1	0.250000
S1Chinf_b010_2	0.259901
S1Chinf_b012_1	0.500000
S1Chinf_b012_2	0.500556
S1Chinf_b013_1	0.333333
S1Chinf_b013_2	0.333333
S1Chinf_b014_1	0.200000
S1Chinf_b014_2	0.200000
S1Chinf_b016_1	0.333333
S1Chinf_b016_2	0.333333
S1Chinf_b018_1	0.250000
S1Chinf_b018_2	0.250000
S1Chinf_b020_1	0.500000
S1Chinf_b020_2	0.464472
S1Chinf_b021_1	0.250000
S1Chinf_b021_2	0.250714
S1Chinf_b022_1	0.333333
S1Chinf_b022_2	0.333333
S1Chinf_b023_1	0.333333
S1Chinf_b023_2	0.343222
S1Chinf_b025_1	0.250000
S1Chinf_b025_2	0.250000
S1Chinf_b028_1	0.333333
S1Chinf_b028_2	0.335000
S1Chinf_b029_1	0.333333
S1Chinf_b029_2	0.333333
S1Chinf_b030_1	0.500000
S1Chinf_b030_2	0.500000
S1Chinf_b031_1	0.333333
S1Chinf_b031_2	0.323333
S1Chinf_b032_1	0.492000
S1Chinf_b032_2	0.500000
S1Chinf_b034_1	0.505000
S1Chinf_b034_2	0.500000
S1Chinf_b036_1	0.333333
S1Chinf_b036_2	0.333333
S1Chinf_b037_1	0.250000
S1Chinf_b037_2	0.252619
S1Chinf_b038_1	0.333333
S1Chinf_b038_2	0.330952
S1Chinf_b040_1	0.333333
S1Chinf_b040_2	0.335000
S1Chinf_b042_1	0.250000
S1Chinf_b042_2	0.250000
S1Chinf_b043_1	0.250000
S1Chinf_b043_2	0.250000
S1Chinf_b047_1	0.250000
S1Chinf_b047_2	0.250000
S1Cport_b048_1	0.500000
S1Cport_b048_2	0.500000
S1Cport_b049_1	0.333333
S1Cport_b049_2	0.333333
S1Cport_b054_1	0.200000
S1Cport_b054_2	0.200000
S1Cport_b055_1	0.250000
S1Cport_b055_2	0.250000
S1Cport_b056_1	0.323810
S1Cport_b056_2	0.342857
S2Chinf_b001_1	0.250000
S2Chinf_b001_2	0.250000
S2Chinf_b002_1	0.500000
S2Chinf_b002_2	0.500000
S2Chinf_b005_1	0.250000
S2Chinf_b005_2	0.250556
S2Chinf_b008_1	0.250000
S2Chinf_b008_2	0.250000
S2Chinf_b009_1	0.333333
S2Chinf_b009_2	0.321567
S2Chinf_b010_1	0.250000
S2Chinf_b010_2	0.259901
S2Chinf_b011_1	0.505000
S2Chinf_b011_2	0.500000
S2Chinf_b014_1	0.200000
S2Chinf_b014_2	0.200000
S2Chinf_b018_1	0.250000
S2Chinf_b018_2	0.250000
S2Chinf_b019_1	0.333333
S2Chinf_b019_2	0.348667
S2Chinf_b022_1	0.333333
S2Chinf_b022_2	0.333333
S2Chinf_b024_1	0.333333
S2Chinf_b024_2	0.333333
S2Chinf_b025_1	0.250000
S2Chinf_b025_2	0.250000
S2Chinf_b027_1	0.348222
S2Chinf_b027_2	0.333889
S2Chinf_b028_1	0.333333
S2Chinf_b028_2	0.335000
S2Chinf_b032_1	0.492000
S2Chinf_b032_2	0.500000
S2Chinf_b033_1	0.500000
S2Chinf_b033_2	0.496667
S2Chinf_b034_1	0.505000
S2Chinf_b034_2	0.500000
S2Chinf_b035_1	1.000000
S2Chinf_b035_2	1.000000
S2Chinf_b036_1	0.333333
S2Chinf_b036_2	0.333333
S2Chinf_b037_1	0.250000
S2Chinf_b037_2	0.252619
S2Chinf_b038_1	0.333333
S2Chinf_b038_2	0.330952
S2Chinf_b039_1	0.496667
S2Chinf_b039_2	0.500000
S2Chinf_b040_1	0.333333
S2Chinf_b040_2	0.335000
S2Chinf_b041_1	0.250000
S2Chinf_b041_2	0.250000
S2Chinf_b042_1	0.250000
S2Chinf_b042_2	0.250000
S2Chinf_b043_1	0.250000
S2Chinf_b043_2	0.250000
S2Chinf_b044_1	0.250000
S2Chinf_b044_2	0.250000
S2Chinf_b045_1	0.334048
S2Chinf_b045_2	0.333333
S2Chinf_b046_1	0.333333
S2Chinf_b046_2	0.333333
S2Chinf_b047_1	0.250000
S2Chinf_b047_2	0.250000
S2Cport_b050_1	0.333333
S2Cport_b050_2	0.333333
S2Cport_b053_1	0.250000
S2Cport_b053_2	0.250000
S2Cport_b054_1	0.200000
S2Cport_b054_2	0.200000
S3Chinf_b001_1	0.250000
S3Chinf_b001_2	0.250000
S3Chinf_b002_1	0.500000
S3Chinf_b002_2	0.500000
S3Chinf_b004_1	0.333333
S3Chinf_b004_2	0.333333
S3Chinf_b005_1	0.250000
S3Chinf_b005_2	0.250556
S3Chinf_b006_1	0.250000
S3Chinf_b006_2	0.250000
S3Chinf_b007_1	0.330806
S3Chinf_b007_2	0.333333
S3Chinf_b008_1	0.250000
S3Chinf_b008_2	0.250000
S3Chinf_b013_1	0.333333
S3Chinf_b013_2	0.333333
S3Chinf_b014_1	0.200000
S3Chinf_b014_2	0.200000
S3Chinf_b018_1	0.250000
S3Chinf_b018_2	0.250000
S3Chinf_b021_1	0.250000
S3Chinf_b021_2	0.250714
S3Chinf_b023_1	0.333333
S3Chinf_b023_2	0.343222
S3Chinf_b024_1	0.333333
S3Chinf_b024_2	0.333333
S3Chinf_b026_1	0.500000
S3Chinf_b026_2	0.500000
S3Chinf_b027_1	0.348222
S3Chinf_b027_2	0.333889
S3Chinf_b029_1	0.333333
S3Chinf_b029_2	0.333333
S3Chinf_b031_1	0.333333
S3Chinf_b031_2	0.323333
S3Chinf_b037_1	0.250000
S3Chinf_b037_2	0.252619
S3Chinf_b038_1	0.333333
S3Chinf_b038_2	0.330952
S3Chinf_b039_1	0.496667
S3Chinf_b039_2	0.500000
S3Chinf_b040_1	0.333333
S3Chinf_b040_2	0.335000
S3Chinf_b041_1	0.250000
S3Chinf_b041_2	0.250000
S3Chinf_b042_1	0.250000
S3Chinf_b042_2	0.250000
S3Chinf_b043_1	0.250000
S3Chinf_b043_2	0.250000
S3Chinf_b044_1	0.250000
S3Chinf_b044_2	0.250000
S3Chinf_b045_1	0.334048
S3Chinf_b045_2	0.333333
S3Chinf_b046_1	0.333333
S3Chinf_b046_2	0.333333
S3Chinf_b047_1	0.250000
S3Chinf_b047_2	0.250000
S3Cport_b048_1	0.500000
S3Cport_b048_2	0.500000
S3Cport_b051_1	0.333333
S3Cport_b051_2	0.333333
S3Cport_b052_1	0.500000
S3Cport_b052_2	0.500000
S3Cport_b053_1	0.250000
S3Cport_b053_2	0.250000
S3Cport_b054_1	0.200000
S3Cport_b054_2	0.200000
S3Cport_b055_1	0.250000
S3Cport_b055_2	0.250000
S4Chinf_b000_1	0.500000
S4Chinf_b000_2	0.500000
S4Chinf_b001_1	0.250000
S4Chinf_b001_2	0.250000
S4Chinf_b003_1	0.500000
S4Chinf_b003_2	0.500000
S4Chinf_b004_1	0.333333
S4Chinf_b004_2	0.333333
S4Chinf_b005_1	0.250000
S4Chinf_b005_2	0.250556
S4Chinf_b006_1	0.250000
S4Chinf_b006_2	0.250000
S4Chinf_b007_1	0.330806
S4Chinf_b007_2	0.333333
S4Chinf_b008_1	0.250000
S4Chinf_b008_2	0.250000
