UniqueCount	AmbigCount
0	1
0	1
0	1
0	0
0	0
0	85
0	83
0	95
1	93
0	1
1	83
0	30
0	0
0	42
0	60
22	76
0	33
0	27
0	40
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	22
3	22
0	22
192	369
1	281
0	89
0	125
0	114
28	53
0	73
0	17
0	41
0	113
0	93
0	20
2	2
0	73
1	1
1	6
0	13
0	3
3	16
0	9
1	29
0	31
0	30
0	62
0	63
0	0
0	5
0	0
1	4
0	0
0	0
0	54
0	30
5	45
65	61
1	44
0	29
0	24
0	56
0	1
2	4
0	0
0	0
0	1
0	1
0	0
2	11
0	7
0	11
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	3
0	3
0	2
0	0
0	0
0	0
142	108
0	62
0	49
0	15
1	37
0	10
2	53
0	30
0	6
1	33
0	74
34	115
0	91
0	1
0	14
0	8
0	10
2	5
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
16	5
0	6
0	3
2	41
0	2
0	10
0	24
0	22
0	10
0	25
0	33
0	31
0	32
1	29
0	33
0	28
0	0
0	7
0	5
0	0
0	7
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
41	66
0	45
0	41
0	1
0	6
0	59
0	1
0	61
0	46
0	61
1	22
0	21
0	23
0	29
0	28
0	19
0	8
0	23
0	9
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	36
1	40
0	11
0	33
0	1
0	1
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
17	36
0	33
0	26
0	37
0	35
0	0
0	0
26	14
0	0
1	10
0	2
0	2
0	2
0	10
0	0
0	11
3	22
0	22
0	6
0	10
0	40
1	40
0	39
0	10
1	12
0	0
1	3
0	2
2	40
1	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	34
0	34
3	34
0	3
0	2
0	0
0	9
0	13
1	13
0	13
0	2
0	2
1	12
19	12
0	12
0	0
0	22
0	28
0	11
0	17
0	7
0	22
0	7
0	21
0	1
0	25
1	11
0	0
0	0
0	0
0	0
0	0
0	0
1	4
0	4
0	5
0	1
0	4
3	0
0	0
7	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	45
0	68
0	70
0	0
0	69
1	11
0	41
0	7
0	7
0	6
0	6
0	8
1	79
0	32
0	41
0	30
0	8
0	6
0	15
0	40
0	22
0	76
51	13
2	13
0	7
0	10
0	0
0	0
0	0
0	0
0	0
0	10
0	6
0	6
0	6
0	2
0	1
0	2
0	6
0	1
0	0
0	0
0	0
0	2
0	2
0	7
0	0
0	0
0	0
0	1
0	2
0	2
0	0
0	0
0	6
7	73
0	74
0	68
0	64
0	26
0	52
0	26
0	18
0	4
0	39
0	40
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	32
15	32
0	3
0	79
0	86
0	70
2	52
0	62
0	4
0	15
2	56
0	0
0	14
0	56
0	2
4	19
0	3
0	5
0	10
0	3
0	17
0	155
0	154
0	0
0	155
0	0
0	6
0	0
0	6
0	1
0	11
0	5
0	18
21	0
0	36
0	63
0	73
0	67
0	40
1	12
0	0
0	2
0	0
0	47
0	49
0	31
0	44
0	14
0	11
0	5
0	6
0	7
0	4
0	11
0	11
0	1
0	32
0	0
5	17
0	17
0	0
0	0
0	0
0	0
0	0
0	74
0	16
0	17
0	3
0	3
0	20
3	66
0	14
0	69
2	61
1	83
0	78
0	16
0	47
0	2
0	4
0	21
0	20
0	13
0	17
0	12
0	3
0	4
0	20
0	5
0	8
0	5
0	22
0	0
0	3
0	23
0	5
0	6
0	15
0	7
0	6
0	3
0	1
0	0
0	0
0	1
0	0
263	187
0	72
0	51
0	60
0	11
0	46
15	70
0	57
0	70
0	26
1	46
0	33
1	36
0	28
0	39
0	36
0	36
0	32
0	18
0	18
0	11
0	20
0	11
0	34
0	37
2	5
0	1
0	4
0	0
1	0
0	0
0	0
2	0
13	18
0	18
0	7
0	10
0	8
0	22
0	76
0	81
1	6
0	6
0	6
0	1
0	3
0	78
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	30
0	9
0	1
0	25
0	9
1	14
14	52
1	50
0	0
0	27
0	18
28	40
0	2
0	11
1	9
1	62
0	14
1	27
1	63
5	55
1	51
0	0
0	0
0	28
0	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	13
0	16
0	13
0	4
0	14
0	4
0	4
0	0
0	0
0	17
0	2
1	2
0	0
0	0
0	0
1	0
0	12
0	14
0	11
0	4
0	11
0	0
0	12
0	0
0	3
2	104
1	104
0	2
0	0
0	0
0	104
1	0
7	41
0	41
0	34
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	211
0	765
1	763
6	2
2	278
0	644
1	8
1	7
0	23
0	0
0	66
0	18
0	4
0	16
0	21
1	28
0	28
0	1
0	5
0	3
0	15
0	0
0	0
0	86
0	86
0	5
0	5
0	6
0	3
0	4
0	0
0	5
0	1
0	3
0	6
0	8
0	10
0	8
0	6
0	6
0	0
0	0
0	4
1	10
0	106
0	98
0	105
0	86
0	103
0	7
0	86
0	7
0	13
0	23
0	7
0	18
0	6
0	23
0	9
1	0
0	24
0	25
0	84
0	5
0	19
0	78
2	52
0	49
0	101
0	0
0	41
10	41
0	2
0	0
0	0
0	59
0	8
0	59
0	8
0	11
0	6
0	11
0	3
0	1
0	7
0	7
0	7
0	55
0	0
0	7
0	6
0	3
0	6
0	7
0	6
0	5
0	59
0	5
0	5
0	4
0	6
0	0
0	6
0	4
0	49
0	7
0	29
0	1
0	0
0	4
0	1
0	0
0	4
0	7
0	24
0	26
0	14
0	8
0	6
0	16
0	10
0	0
0	50
0	16
1	48
0	37
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	57
0	8
0	28
0	28
0	35
0	25
0	9
0	13
0	16
0	18
0	20
0	17
0	5
0	5
0	1
0	6
0	16
66	0
1	41
0	29
0	41
0	0
0	0
0	41
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
0	0
0	0
12	36
0	36
0	80
2	80
0	4
0	2
0	9
0	1
0	1
0	1
0	0
0	1
0	1
0	0
0	0
0	1
0	0
6	19
0	19
0	4
0	0
0	25
1	9
0	25
0	6
0	0
0	0
0	0
0	0
0	26
2	8
0	26
0	14
0	2
0	2
0	3
0	0
0	12
0	1
0	6
0	0
0	2
0	3
0	0
0	5
0	3
0	1
0	0
0	2
0	1
0	2
0	8
0	21
51	66
0	51
0	26
0	18
0	0
0	0
0	0
0	2
6	1
0	1
0	1
0	0
0	1
5	10
0	9
0	8
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	43
0	44
0	10
0	1
0	14
0	0
0	43
0	14
1	5
0	3
0	11
0	7
0	10
0	12
0	16
8	19
0	15
0	5
0	6
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
1	66
2	66
0	1
0	2
0	8
0	0
0	3
0	3
0	4
0	2
0	1
0	170
0	137
0	157
0	156
1	200
0	200
0	5
0	10
0	18
0	18
0	23
0	54
0	16
0	4
0	25
0	1
0	22
0	1
0	20
0	57
0	23
0	53
0	23
0	53
0	4
0	37
0	33
0	19
0	5
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	2
1	1
0	1
30	12
0	8
0	9
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	35
47	50
