ID	sampleID_1	notinpipeline	sampleID_2	sampleID_2a
02b4cbe5c2955ab2f66dc82cdf6dad64	0.0524861878453039	0	0.0303030303030303	1
1f8747026500ce37ab66b935d9b1b53e_prefix	0	0.217898832684825	1	0
25e119f38effd7d58bf3442bd40eaf00_suffix	0.0497237569060773	0	0.0886644219977553	0
266d3c050f6688d15024f3c36c9328d8_del	0	0.0252918287937743	1	0
2bfdfef3ab9fe4d267c52f8ee5c80ddd_copy1_prefix	0	0.0116731517509728	0.0101010101010101	0
2bfdfef3ab9fe4d267c52f8ee5c80ddd_copy2_prefix	0	0.0116731517509728	0.0101010101010101	1
3421464bea79a54e7eef62009457230b_3del	0	0.0739299610894942	1	1
38c27ceaed634984c1225a82648cf571_2insert	0.146408839779006	0.0233463035019455	0.0628507295173962	1
3ebe761bfb1238c87195d431f41bf976_10presuffix	0.229281767955801	0.0311284046692607	0.111111111111111	1
48f748d17bb24e9a8e162c71e7eedba3	0	0.0311284046692607	1	1
54c05a1e59ddd42bd97a0a8f522bf591	0	0.00778210116731518	1	1
59dd6d3f3f896c4309537cf26c3597a3	0.0331491712707182	0	0.0291806958473625	0
615d65be0a5ba4f62e9d7aa1bffb4277	0	0.0272373540856031	1	0
67e959ec1398cee2946858ecda5af98b	0.00828729281767956	0	0.00448933782267116	0
7346ee25c4de4df48f80d736342c1c02	0.0331491712707182	0.00972762645914397	0.0325476992143659	0
7da5a08a0f3713731b1ec0bdefe97783	0	0.0155642023346304	1	0
7e7deb01f0491d33ecb87427fcbeb1ee	0.0069060773480663	0	0.0145903479236813	0
87e503bff5c5886e5938a97aa0afb1d5	0	0.0233463035019455	1	0
89fa0981707da59c8cede9f5d70afe62	0	0.0272373540856031	1	0
8b91e5b1c412877f96a4a342ab6dc680	0.0248618784530387	0	0.0314253647586981	0
906a06fc904a9a11c50b0a100467961b	0	0.0136186770428016	1	0
aeda648ef1ccaf013a70453eee0caf8a	0.0110497237569061	0.0525291828793774	0.0123456790123457	0
b230be8a10f78f48e504b8dc5cfa7afb	0	0.0272373540856031	1	0
b39be459cc96689db8cd6b00a0d86e8e	0.230662983425414	0.0330739299610895	0.386083052749719	1
b39f90da9ee92988c2e0f57748c70f4c	0	0.0252918287937743	1	0
b7d6cf3f7467ca45087ca083796a0af0	0.111878453038674	0	0.111111111111111	0
c02e74171a45a7d8308e4581e6b79eab	0	0.0136186770428016	1	0
c1cd0bc45f873697ab9156e7147e8d76	0	0.0525291828793774	1	0
c4dc084b83476f4b2c829da5b52fcb4d	0	0.0214007782101167	1	0
cbff13b5013921139f28a5115cf9f7a8	0	0.0214007782101167	1	0
d88abff2ed5af388abe3bd71809f70e1	0.00828729281767956	0.0992217898832685	1	0
da13eb51a23731d1542076afd2a4882d	0.0303867403314917	0	0.0235690235690236	0
e04265a1b5b74d599d1000ac0f280268	0	0.0194552529182879	1	0
e149acb95b2ccf99ebccc818ef8aac1f	0	0.0116731517509728	1	0
not_in_fasta	0	0.0389105058365759	1	0
