ABCG1	ABCG1^ENST00000340588.4
ABCG1	ABCG1^ENST00000343687.3
ABCG1	ABCG1^ENST00000347800.2
ABCG1	ABCG1^ENST00000361802.2
ABCG1	ABCG1^ENST00000398437.1
ABCG1	ABCG1^ENST00000398449.3
ABCG1	ABCG1^ENST00000398457.2
ABCG1	ABCG1^ENST00000450121.1
ABCG1	ABCG1^ENST00000462050.1
ABCG1	ABCG1^ENST00000467818.1
ABCG1	ABCG1^ENST00000472587.1
ABCG1	ABCG1^ENST00000496783.1
ABL1	ABL1^ENST00000318560.5
ABL1	ABL1^ENST00000372348.2
ABL1	ABL1^ENST00000393293.4
AC002992.1	AC002992.1^ENST00000516777.1
AC005083.1	AC005083.1^ENST00000430859.1
AC005083.1	AC005083.1^ENST00000439058.1
AC005083.1	AC005083.1^ENST00000439446.1
AC005795.1	AC005795.1^ENST00000600996.1
AC006156.1	AC006156.1^ENST00000423213.1
AC006156.1	AC006156.1^ENST00000430032.2
AC006156.1	AC006156.1^ENST00000450145.1
AC006156.2	AC006156.2^ENST00000448518.1
AC006262.5	AC006262.5^ENST00000594027.1
AC006262.5	AC006262.5^ENST00000595673.1
AC006262.5	AC006262.5^ENST00000598518.1
AC006262.5	AC006262.5^ENST00000598754.1
AC006262.5	AC006262.5^ENST00000599817.1
AC006262.5	AC006262.5^ENST00000601263.1
AC006328.1	AC006328.1^ENST00000516662.1
AC006328.9	AC006328.9^ENST00000437571.1
AC006335.10	AC006335.10^ENST00000445200.1
AC006335.11	AC006335.11^ENST00000437993.1
AC006335.2	AC006335.2^ENST00000506069.1
AC006335.6	AC006335.6^ENST00000442790.2
AC006366.3	AC006366.3^ENST00000422002.1
AC006371.1	AC006371.1^ENST00000516885.1
AC006987.4	AC006987.4^ENST00000434709.1
AC006987.5	AC006987.5^ENST00000416843.1
AC006987.6	AC006987.6^ENST00000413610.1
AC006987.7	AC006987.7^ENST00000446466.1
AC006989.2	AC006989.2^ENST00000427212.2
AC007241.1	AC007241.1^ENST00000516630.1
AC007274.2	AC007274.2^ENST00000439805.1
AC007274.5	AC007274.5^ENST00000421675.1
AC007322.1	AC007322.1^ENST00000414540.1
AC007322.3	AC007322.3^ENST00000509611.1
AC007322.5	AC007322.5^ENST00000426983.1
AC007322.7	AC007322.7^ENST00000426526.1
AC007359.6	AC007359.6^ENST00000417910.1
AC007359.6	AC007359.6^ENST00000419158.1
AC007562.1	AC007562.1^ENST00000421819.1
AC007742.3	AC007742.3^ENST00000425789.1
AC007742.7	AC007742.7^ENST00000354494.2
AC007742.7	AC007742.7^ENST00000510392.1
AC007965.1	AC007965.1^ENST00000598545.1
AC007967.2	AC007967.2^ENST00000432613.1
AC007967.3	AC007967.3^ENST00000311828.7
AC007967.3	AC007967.3^ENST00000416687.2
AC007967.3	AC007967.3^ENST00000455422.1
AC007967.4	AC007967.4^ENST00000434308.1
AC008175.1	AC008175.1^ENST00000439653.1
AC008175.1	AC008175.1^ENST00000446299.1
AC009494.3	AC009494.3^ENST00000406090.1
AC009947.2	AC009947.2^ENST00000444350.1
AC009947.3	AC009947.3^ENST00000448575.1
AC009947.3	AC009947.3^ENST00000458444.1
AC009947.5	AC009947.5^ENST00000444014.1
AC009977.1	AC009977.1^ENST00000599485.1
AC010084.1	AC010084.1^ENST00000426699.1
AC010086.1	AC010086.1^ENST00000437359.1
AC010086.5	AC010086.5^ENST00000428616.1
AC010141.1	AC010141.1^ENST00000425318.1
AC010141.4	AC010141.4^ENST00000456659.1
AC010141.6	AC010141.6^ENST00000452426.1
AC010141.8	AC010141.8^ENST00000411585.1
AC010153.3	AC010153.3^ENST00000432862.1
AC010154.2	AC010154.2^ENST00000425857.1
AC010723.1	AC010723.1^ENST00000435111.1
AC010723.2	AC010723.2^ENST00000578366.1
AC010874.1	AC010874.1^ENST00000516070.2
AC010877.1	AC010877.1^ENST00000595988.1
AC010891.2	AC010891.2^ENST00000449963.1
AC010970.1	AC010970.1^ENST00000516157.2
AC010970.2	AC010970.2^ENST00000445125.1
AC011293.1	AC011293.1^ENST00000580394.1
AC012005.2	AC012005.2^ENST00000338706.5
AC012005.2	AC012005.2^ENST00000423852.1
AC012067.1	AC012067.1^ENST00000601705.1
AC012078.2	AC012078.2^ENST00000405035.1
AC012462.3	AC012462.3^ENST00000414756.1
AC012615.1	AC012615.1^ENST00000367461.3
AC012667.1	AC012667.1^ENST00000516250.2
AC016694.2	AC016694.2^ENST00000434179.1
AC016752.1	AC016752.1^ENST00000601700.1
AC017019.1	AC017019.1^ENST00000426129.1
AC017020.1	AC017020.1^ENST00000516855.1
AC022201.5	AC022201.5^ENST00000445084.1
AC022486.1	AC022486.1^ENST00000510613.1
AC023274.4	AC023274.4^ENST00000445264.1
AC023274.6	AC023274.6^ENST00000418278.1
AC024067.1	AC024067.1^ENST00000426199.1
AC024183.3	AC024183.3^ENST00000442362.1
AC024183.3	AC024183.3^ENST00000535771.1
AC053516.1	AC053516.1^ENST00000584045.1
AC068134.8	AC068134.8^ENST00000439072.1
AC068134.8	AC068134.8^ENST00000441266.1
AC068704.1	AC068704.1^ENST00000516229.1
AC079305.10	AC079305.10^ENST00000428541.1
AC090627.1	AC090627.1^ENST00000421610.2
AC090627.1	AC090627.1^ENST00000581362.1
AC090627.1	AC090627.1^ENST00000604191.1
AC099522.2	AC099522.2^ENST00000327891.6
AC134878.1	AC134878.1^ENST00000517046.1
AC134878.2	AC134878.2^ENST00000584011.1
AC135048.1	AC135048.1^ENST00000602217.1
ACACA	ACACA^ENST00000335166.5
ACACA	ACACA^ENST00000353139.5
ACACA	ACACA^ENST00000360679.3
ACACA	ACACA^ENST00000361253.5
ACACA	ACACA^ENST00000394403.1
ACACA	ACACA^ENST00000394406.2
ACACA	ACACA^ENST00000413318.1
ACACA	ACACA^ENST00000416895.1
ACACA	ACACA^ENST00000451642.1
ACACA	ACACA^ENST00000456066.2
ACACA	ACACA^ENST00000456561.2
ACACA	ACACA^ENST00000586621.1
ACACA	ACACA^ENST00000586821.1
ACACA	ACACA^ENST00000587233.1
ACACA	ACACA^ENST00000587545.1
ACACA	ACACA^ENST00000587598.1
ACACA	ACACA^ENST00000587653.1
ACACA	ACACA^ENST00000587720.1
ACACA	ACACA^ENST00000588142.1
ACACA	ACACA^ENST00000589665.1
ACACA	ACACA^ENST00000590888.1
ACACA	ACACA^ENST00000591119.1
ACACA	ACACA^ENST00000591148.1
ACACA	ACACA^ENST00000592243.1
ACACA	ACACA^ENST00000592427.1
ACACA	ACACA^ENST00000593055.1
ACSF2	ACSF2^ENST00000300441.4
ACSF2	ACSF2^ENST00000427954.2
ACSF2	ACSF2^ENST00000502667.1
ACSF2	ACSF2^ENST00000503295.1
ACSF2	ACSF2^ENST00000503387.1
ACSF2	ACSF2^ENST00000503408.1
ACSF2	ACSF2^ENST00000504392.1
ACSF2	ACSF2^ENST00000504945.1
ACSF2	ACSF2^ENST00000506052.1
ACSF2	ACSF2^ENST00000506085.1
ACSF2	ACSF2^ENST00000506582.1
ACSF2	ACSF2^ENST00000507769.1
ACSF2	ACSF2^ENST00000507792.1
ACSF2	ACSF2^ENST00000508245.1
ACSF2	ACSF2^ENST00000508734.1
ACSF2	ACSF2^ENST00000509806.1
ACSF2	ACSF2^ENST00000510262.1
ACSF2	ACSF2^ENST00000510410.1
ACSF2	ACSF2^ENST00000511147.1
ACSF2	ACSF2^ENST00000511288.1
ACSF2	ACSF2^ENST00000512119.1
ACSF2	ACSF2^ENST00000512537.1
ACSF2	ACSF2^ENST00000513101.1
ACSF2	ACSF2^ENST00000513544.1
ACSF2	ACSF2^ENST00000541920.1
ACSF2	ACSF2^ENST00000570356.1
ACTG1P11	ACTG1P11^ENST00000425411.1
ACTG1P2	ACTG1P2^ENST00000415776.1
ACTR1B	ACTR1B^ENST00000289228.5
ACTR1B	ACTR1B^ENST00000451664.1
ACTR1B	ACTR1B^ENST00000460427.2
ADAM9	ADAM9^ENST00000379917.3
ADAM9	ADAM9^ENST00000463437.2
ADAM9	ADAM9^ENST00000466936.1
ADAM9	ADAM9^ENST00000468065.1
ADAM9	ADAM9^ENST00000481058.1
ADAM9	ADAM9^ENST00000481513.1
ADAM9	ADAM9^ENST00000481873.3
ADAM9	ADAM9^ENST00000484143.1
ADAM9	ADAM9^ENST00000487273.2
ADK	ADK^ENST00000286621.2
ADK	ADK^ENST00000372734.3
ADK	ADK^ENST00000467840.1
ADK	ADK^ENST00000478611.2
ADK	ADK^ENST00000539909.1
ADK	ADK^ENST00000541550.1
AGKP1	AGKP1^ENST00000455254.1
AGPAT3	AGPAT3^ENST00000291572.8
AGPAT3	AGPAT3^ENST00000327505.2
AGPAT3	AGPAT3^ENST00000398058.1
AGPAT3	AGPAT3^ENST00000398061.1
AGPAT3	AGPAT3^ENST00000398063.2
AGPAT3	AGPAT3^ENST00000422850.1
AGPAT3	AGPAT3^ENST00000445582.1
AGPAT3	AGPAT3^ENST00000448287.1
AGPAT3	AGPAT3^ENST00000448845.1
AGPAT3	AGPAT3^ENST00000457068.1
AGPAT3	AGPAT3^ENST00000467358.1
AGPAT3	AGPAT3^ENST00000474735.1
AGPAT3	AGPAT3^ENST00000479117.1
AGPAT3	AGPAT3^ENST00000481319.1
AGPAT3	AGPAT3^ENST00000484865.1
AGPAT3	AGPAT3^ENST00000497909.1
AGPAT3	AGPAT3^ENST00000498670.1
AGPAT3	AGPAT3^ENST00000546158.1
AGPAT5P1	AGPAT5P1^ENST00000455855.1
AHCTF1	AHCTF1^ENST00000326225.3
AHCTF1	AHCTF1^ENST00000366508.1
AHCTF1	AHCTF1^ENST00000391829.2
AHCTF1	AHCTF1^ENST00000470300.1
AHCTF1	AHCTF1^ENST00000477526.1
AHCTF1	AHCTF1^ENST00000478568.1
AHCTF1	AHCTF1^ENST00000483900.1
AHCTF1	AHCTF1^ENST00000498601.1
AKAP8	AKAP8^ENST00000269701.2
AKAP8	AKAP8^ENST00000537303.1
AKAP8	AKAP8^ENST00000595416.1
AKAP8	AKAP8^ENST00000598597.2
AKAP8	AKAP8^ENST00000599883.1
AMELY	AMELY^ENST00000215479.5
