UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	59
0	55
0	65
0	66
1	0
3	54
0	41
0	0
0	68
0	74
25	120
3	49
0	35
1	64
0	9
0	1
0	1
0	1
0	1
0	0
0	1
0	1
0	1
0	1
0	1
1	0
10	28
6	28
0	27
215	321
0	255
0	77
0	114
0	144
44	67
0	82
0	12
0	55
0	139
0	114
0	28
1	1
0	83
12	4
1	10
0	15
1	5
3	22
1	11
8	43
0	18
0	17
1	44
0	44
0	1
0	2
0	0
0	2
0	1
0	0
0	39
0	18
8	57
64	69
1	54
0	45
0	37
0	63
1	1
10	8
0	2
0	0
0	0
0	3
0	0
0	11
0	8
0	11
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	4
0	2
0	0
0	0
0	0
167	106
0	44
0	40
1	15
2	22
0	6
0	41
0	12
0	4
0	41
0	62
46	155
0	133
0	0
0	17
0	11
0	13
0	5
3	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
27	5
0	5
1	2
2	44
0	1
0	6
0	20
0	21
0	6
0	21
0	20
0	17
0	18
1	18
0	21
0	18
0	0
0	4
0	4
0	0
0	8
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
48	62
0	38
0	28
0	2
0	7
2	52
0	4
0	54
1	51
1	54
0	11
0	10
0	10
0	19
0	19
0	26
1	11
0	10
0	9
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	22
0	23
0	3
0	21
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
35	39
0	39
0	24
0	39
0	39
0	0
0	0
17	14
0	1
1	10
0	4
0	3
0	5
0	8
0	0
0	13
3	14
4	14
0	7
0	13
0	47
0	43
0	47
0	14
0	10
0	0
0	4
0	0
3	48
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	34
0	34
1	34
0	3
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	3
0	3
0	0
0	13
0	14
0	7
0	8
0	6
0	13
0	7
3	13
0	1
0	14
0	7
0	0
0	1
0	1
0	1
0	1
0	0
2	3
0	1
0	3
0	2
0	0
4	0
0	0
9	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	45
0	63
0	67
0	0
0	67
0	11
0	38
0	6
0	6
0	5
0	5
0	6
0	68
0	29
0	38
0	19
0	6
1	8
0	12
0	39
0	15
0	67
35	7
0	7
0	3
0	6
0	1
