CellID,DNA1,Rabbit IgG,Goat IgG,Mouse IgG,DNA2,CD73,CD107B,MART1,DNA3,KI67,pan-CK,CD45,X_centroid,Y_centroid,column_centroid,row_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation
1,6554.396226,1864.735849,506.0188679,2523.886792,10466.32075,773.1886792,914.9622642,1077.849057,4847.45283,388.2641509,227.6981132,1592.264151,1354.471698,223.2830189,1354.471698,223.2830189,53,10.97923425,6.469939533,0.807922482,0.85483871,0.630952381,1.551897769
2,7156.946237,2830.096774,632.9462366,3302.655914,11577.83871,870.3655914,389.1827957,1067.172043,6198.451613,421.0967742,163.2688172,1054.688172,1510.72043,223.3763441,1510.72043,223.3763441,93,13.9032366,8.670830696,0.781699272,0.958762887,0.830357143,1.536124552
3,3492.116162,1711.484848,747.2474747,2581.777778,5895.262626,702.1212121,384.7171717,1044.318182,3681.989899,400.4090909,4039.919192,555.5050505,1604.186869,223.8333333,1604.186869,223.8333333,198,27.25473512,10.34820475,0.925115972,0.846153846,0.75,1.490735724
4,4116.441176,2333.970588,503.3529412,3495.617647,6510.588235,718.7941176,429.4411765,1109.176471,3145.147059,377.1176471,276.6470588,982.4411765,1346.382353,226.5588235,1346.382353,226.5588235,34,6.897530608,6.410025849,0.369270787,0.971428571,0.80952381,1.079399465
5,3918.487179,1317.443223,498.2710623,1912.373626,6751.461538,621.4761905,407.2783883,1031.40293,4532.142857,366.2673993,4064.186813,554.5128205,1599.897436,236.2783883,1599.897436,236.2783883,273,20.81648256,17.01944028,0.57579453,0.913043478,0.718421053,0.740931234
6,6147.037736,2276.745283,727.7924528,3651.358491,9765.575472,1033.377358,1423.433962,1152.754717,5639.528302,417.6320755,1167.075472,629.8018868,1490.433962,234.1981132,1490.433962,234.1981132,106,13.70936057,9.933601069,0.689185135,0.963636364,0.741258741,-1.232588809
7,5026.892857,2248.321429,675.4107143,4011.321429,6791.571429,901.3035714,488.0892857,1197.232143,3446.660714,356.5535714,167.8035714,823.1071429,1259.142857,233.75,1259.142857,233.75,56,12.64249482,6.093152579,0.876194274,0.861538462,0.538461538,-1.309985521
8,5668.543103,2592.827586,559.6206897,3713.836207,4372.060345,731.6293103,632.1637931,1095.077586,3773.62069,387.5689655,154.3103448,1057.862069,1282.586207,232.1293103,1282.586207,232.1293103,116,26.79933793,6.707849767,0.968168564,0.805555556,0.662857143,1.557639726
9,7567.313433,1814.402985,693.2985075,2736.268657,12432.0597,917.9850746,883.3134328,1097.029851,6737.641791,405.9104478,1425.58209,1365.134328,1423.029851,233.5373134,1423.029851,233.5373134,67,10.43132264,8.335426354,0.601229163,0.957142857,0.827160494,0.950113347
10,4127.684685,1183.531532,403.0990991,1598.45045,7259.918919,709.2072072,477.8918919,1015.504505,4465.153153,364.4054054,5555.297297,550.4684685,1614.657658,238.4324324,1614.657658,238.4324324,111,13.88501635,10.33303518,0.66797242,0.956896552,0.770833333,0.825445579
11,6499.555556,1221.055556,397.2777778,1431,11007.25,639.375,419.9583333,1006.958333,5976.305556,387.875,8063.138889,650.8333333,1339.652778,238.7083333,1339.652778,238.7083333,72,10.72498853,8.686902514,0.58647343,0.9,0.654545455,-1.366967552
12,6108.070588,1917.176471,716.8352941,2539.717647,9903.341176,718.2705882,355.3647059,1033.658824,4773.458824,363.3529412,254.8941176,1505.917647,1367.117647,241.3764706,1367.117647,241.3764706,85,14.53476216,7.693681208,0.848416216,0.95505618,0.708333333,-0.10191654
13,4445.132075,2597.235849,748.9245283,4050.462264,6946.981132,868.9433962,1243.386792,1164.773585,4029.716981,397.1132075,1944.726415,643.6886792,1477.45283,239.9528302,1477.45283,239.9528302,106,14.55619313,9.605855344,0.751339953,0.92173913,0.757142857,-1.39057843
14,8137.278481,2215.367089,524.6962025,2713.962025,13218.55696,937.1518987,440.8227848,1070.658228,6788.860759,396.3544304,151.6075949,1025.341772,1291.506329,240.9367089,1291.506329,240.9367089,79,10.80262951,9.399595022,0.492838115,0.94047619,0.79,-1.019123099
15,4900.057692,2227.346154,587.4487179,3083.929487,8257.724359,861.8141026,912.9358974,1087.217949,4928.032051,419.8910256,1339.865385,865.2948718,1424.935897,247.5,1424.935897,247.5,156,16.20320949,13.32264314,0.569166222,0.876404494,0.573529412,0.695900088
16,10034.36306,1950.433121,562.7388535,2757.254777,14832.6879,760.4522293,496.8980892,1086.726115,9339.592357,390.343949,182.1974522,1475.133758,1220.522293,244.1146497,1220.522293,244.1146497,157,21.44583426,10.11579291,0.881764266,0.892045455,0.688596491,1.333545586
17,4480.428571,1743.253968,472.2222222,2138.777778,7352.698413,767,485.7936508,1024.095238,4790.634921,386.7460317,9526.126984,661.047619,1344.730159,245.6507937,1344.730159,245.6507937,63,10.51728504,7.955277381,0.654109021,0.887323944,0.636363636,-1.440890184
18,5885.354839,1546.16129,455.3548387,2017.150538,10043.5914,742.8817204,472.827957,1025.064516,5960.268817,394.5698925,6405.752688,612.6129032,1333.129032,246.9784946,1333.129032,246.9784946,93,11.15487214,10.77753468,0.25789535,0.93,0.704545455,0.40012819
19,9612.547368,2280.052632,527.8210526,2715.042105,15569.70526,805.6842105,386.2526316,1057.442105,8163.378947,430.7894737,183.4315789,1371.494737,1239.905263,249.5789474,1239.905263,249.5789474,95,18.08989826,6.992224553,0.922278313,0.913461538,0.539772727,-0.514238122
20,4718.644928,1179.362319,403.7173913,1536.869565,8228.811594,628.7463768,679.3188406,1032.949275,4710.985507,367.0072464,3567.942029,550.8188406,1621.804348,250.3768116,1621.804348,250.3768116,138,14.25143725,12.41016794,0.491635391,0.945205479,0.758241758,-0.689528151
21,3419.177215,1458.822785,483.3924051,2083.455696,5675.556962,865.6962025,790.5316456,1023.987342,3237.936709,396.0886076,6222.202532,551.0632911,1671.835443,250.0379747,1671.835443,250.0379747,79,12.75940664,8.099503974,0.772687267,0.951807229,0.675213675,0.101744473
