geneID	ARID5A	ATF3	ESRRG	GLI2	NPAS2	NR5A2	SOX17	STAT4	TFCP2L1	TWIST2
1700001G17RIK	6.3597218483155915	1.0696296766056097	1.0722036443049205	1.0231034444642073	3.4598562075843744	1.012377318230942	1.2440008383108034	1.0004626720956897	1.0345876447636104	1.4097540318995245
1700034P13RIK	14.53218829871879	1.8737990390685977	7.705734570161519	2.903450115893212	5.686199374961747	4.150509990953121	26.815068033127076	9.038966716558622	2.6771646786626992	2.3768632473090974
1700047N06RIK	1.6719502629077183	4.2629434704036	1.0842757622364967	1.0053716383143925	10.198604621115873	2.22633532687152	7.042601644079094	1.364804018021845	1.0151026431503019	269.4289162521406
1700056E22RIK	1.5588621435698684	2.4089432676142843	1.080946933212522	3.875286769136343	1.035089026298145	10.372860437890434	1.8679333463422156	80.05351719509672	1.4681850087033184	140.54275716880238
1700065J18RIK	58.09016664827282	1778.0217823571945	1410.5710955710956	4632.520533880904	3940.711382113821	10137.662162162162	9870.219101123595	19111.116666666665	1389.5574035201032	3516261.1881188117
1700066M21RIK	1.417536576864947	1.0001079702907967	1.001967031867612	0.997358901208788	1.0065582738250123	1.0103488289483034	839.1254215304801	1.0024226340295506	0.9987272171684765	0.9961527821156608
1700067G17RIK	5.018840731201498	1.0163938583362535	417.6837927424983	1.9665620669981252	127.03671643671645	14.781119398947753	1.0251776894139017	6.26384541295449	1.0444729500710115	1.084098819733636
1700072G22RIK	0.615913708437563	176.7004747336217	0.019873434237995827	1.8758438508952153	8.696411638093231	0.0884806482267898	3.593040334425489	1016.9337958374628	8.141732017306653	1.0808259008788266
2010103J01RIK	4.7929982065508066	7.994269291663799	6.197988223748774	1.3830971413087658	24.115843726266142	1.979762088676039	3.3116486613433542	2.685875709767278	4.007522148414253	0.01976142077585783
2210411M09RIK	0.04846790530535565	0.3101283115774607	0.26656249588894754	0.3337689941645345	0.02651687846426509	0.017889824463126952	0.026558775459229935	0.3604913391254603	0.35085192086376493	0.9933320533643294
2310035C23RIK	24.77299677512349	1.012395587671057	1.6121534896508385	1.0091751080871751	1.7703111280587234	13.128556875854406	3.0318969997256824	1.0749403926418764	1.056199067404837	1.0000936647386722
2810025M15RIK	111.74839240122894	12373.428166714684	44.57106823914378	150.55573462517765	274.41092266076964	15.209839357429722	1.4300261439817723	5425.350707267787	9.703664542842183	313.77702081449337
2810408I11RIK	23.505859519594946	1.019572417302729	31.08516093945852	1.0366282351733693	1.027308977255329	24.828066369722904	1.0133195745143373	215.50514491892855	1.69819032136183	0.9709791261423059
2810414N06RIK	1.2667151552679548	2.6371840764281766	0.9294512286286956	2.4658776158567544	3.270555119135049	1.0401135219740942	1.176755498622728	210.40136455988127	0.9623738119548494	0.9269655951249604
2810459M11RIK	4.233313806931014	2.611507103840143	1.152129372494854	16.80971541653159	565.4127815610267	1.1459144577720752	1.0444493533556596	1.003257850334006	4.8194110711360265	21152.121457489873
2900009J06RIK	1.757607705164062	2.298418611414158	1.0214317625881086	1.1203627647900611	2.8008306704402988	1.0055528497053718	2.2847490429544157	309.66693017799764	1.3536325305188095	1.0003808408727963
2900060B14RIK	0.6088457880045273	0.4059498625045581	0.9610161287126372	0.9878150096926058	0.8181730645782515	0.9150315381382081	0.9551976643399454	0.850371439930357	0.9971748839287013	0.005614713343739501
3110009E18RIK	0.914799290349522	0.12707681426195416	1.006245627806027	0.23063973775428004	0.31747741614661157	0.9910758724917216	0.8198706884218857	1.0075373481246261	0.905491893017879	1.2502966940066509
3110045C21RIK	0.7938470649458985	0.43985635012149865	0.9679070286598918	0.06112840303274325	0.6650129878013309	0.7246235010242883	0.6520636300031805	0.7265436793801804	0.1267076375407206	0.5442800324370209
3830432H09RIK	1.1648657373257876	1.0509699432602362	1.258988854049848	1.962186804254868	1.0831730353855635	1.0454014867604589	2.0830246567141844	152.46586085993727	1.016529448459717	159.94231290813872
4732440D04RIK	1.3929948884887917	1.0328338120334843	6.942039005520246	1.168052097981229	4.261472236913786	4.379002076916131	1.0428923933097134	4.338523598413901	1.0124367732572226	1.0100708208390372
